loan_id,age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_id_outlier_flag,age_outlier_flag,education_outlier_flag,loan_amount_outlier_flag,asset_cost_outlier_flag,no_of_loans_outlier_flag,no_of_curr_loans_outlier_flag,loan_to_asset,loan_amount_log,proof_submitted,loan_default
3070,46,1.0,722556,823500,2,0,0,0,0,0,0,0,0,0,0.8774207650273224,13.49055158859042,Aadhar,0
3071,46,1.0,246888,694968,0,0,0,0,0,0,1,0,0,0,0.355250889249577,12.416694121890396,Aadhar,1
3072,47,2.0,788028,1074132,5,3,0,0,0,0,0,0,0,0,0.7336416753248204,13.577290170193296,Aadhar,1
3073,33,2.0,642588,817464,7,2,0,0,0,0,0,0,0,0,0.7860749831185226,13.373260607559088,Aadhar,0
3074,41,2.0,639636,889752,21,3,0,0,0,0,0,0,1,0,0.7188924554257816,13.368656106924178,Aadhar,1
3075,37,2.0,767784,877932,14,6,0,0,0,0,0,0,1,1,0.874536980085018,13.55126502502041,Aadhar,1
3076,45,2.0,940632,1290960,0,0,0,0,0,0,0,1,0,0,0.7286298568507158,13.7543083318666,Aadhar,0
3077,27,1.0,559560,900024,0,0,0,0,0,0,0,0,0,0,0.6217167542198875,13.23490782670722,Aadhar,1
3078,24,2.0,556284,816096,0,0,0,0,0,0,0,0,0,0,0.6816403952476179,13.229036031831436,PAN,1
3079,38,2.0,600936,788436,0,0,0,0,0,0,0,0,0,0,0.7621874191437225,13.306245382731609,Aadhar,0
3080,42,2.0,598536,726396,16,6,0,0,0,0,0,0,1,1,0.8239803082616094,13.302243623289028,Aadhar,1
3081,28,2.0,814584,1056000,3,2,0,0,0,0,0,0,0,0,0.7713863636363636,13.610434060081415,Aadhar,1
3082,37,2.0,536424,737676,3,3,0,0,0,0,0,0,0,0,0.7271810388300555,13.192682036313283,Aadhar,0
3083,48,1.0,609636,817584,3,0,0,0,0,0,0,0,0,0,0.7456554922796924,13.320618977050732,Aadhar,0
3084,31,2.0,818028,1164960,5,4,0,0,0,0,0,0,0,0,0.7021940667490729,13.614653067279203,Aadhar,0
3085,31,1.0,879684,1044000,3,2,0,0,0,0,0,0,0,0,0.8426091954022988,13.687319167827914,Aadhar,0
3086,47,2.0,609636,955572,2,2,0,0,0,0,0,0,0,0,0.6379801835968404,13.320618977050732,Aadhar,0
3087,28,2.0,568188,799980,0,0,0,0,0,0,0,0,0,0,0.7102527563189079,13.25020938883433,Aadhar,0
3088,28,2.0,438732,859704,0,0,0,0,0,0,0,0,0,0,0.5103291365400184,12.991646306572804,PAN,0
3089,44,2.0,600936,764388,7,5,0,0,0,0,0,0,0,0,0.7861661878522426,13.306245382731609,VoterID,0
3090,24,1.0,613236,990816,0,0,0,0,0,0,0,0,0,0,0.6189201627749249,13.326506763363634,Aadhar,1
3091,31,2.0,594804,817992,0,0,0,0,0,0,0,0,0,0,0.7271513657835285,13.29598889971976,VoterID,0
3092,41,2.0,727764,948000,0,0,0,0,0,0,0,0,0,0,0.7676835443037975,13.497733472869177,Aadhar,0
3093,26,2.0,600936,838800,0,0,0,0,0,0,0,0,0,0,0.7164234620886981,13.306245382731609,Aadhar,1
3094,27,,749412,902856,0,0,0,0,0,0,0,0,0,0,0.830045987399984,13.527045512402365,Aadhar,0
3095,38,2.0,758964,864000,0,0,0,0,0,0,0,0,0,0,0.8784305555555556,13.539710942007533,Aadhar,0
3096,25,1.0,926088,1387320,0,0,0,0,0,0,0,1,0,0,0.6675374102586281,13.738725621320839,Aadhar,0
3097,42,1.0,595236,818592,0,0,0,0,0,0,0,0,0,0,0.727146124076463,13.296714924547414,Aadhar,0
3098,35,2.0,624936,1093464,7,4,0,0,0,0,0,0,0,0,0.5715195013278901,13.345406123637877,VoterID,1
3099,28,1.0,757788,1092420,0,0,0,0,0,0,0,0,0,0,0.6936782556159719,13.538160261757932,Aadhar,0
3100,35,1.0,679908,870012,3,3,0,0,0,0,0,0,0,0,0.7814926690666336,13.42971424466771,Aadhar,1
3101,45,2.0,750156,926484,5,2,0,0,0,0,0,0,0,0,0.8096804693874907,13.528037796938662,Aadhar,0
3102,28,2.0,722556,839676,4,3,0,0,0,0,0,0,0,0,0.8605176282280308,13.49055158859042,Aadhar,0
3103,47,2.0,735168,876012,0,0,0,0,0,0,0,0,0,0,0.8392213805290338,13.507855683737459,Aadhar,1
3104,47,2.0,425268,782796,0,0,0,0,0,0,0,0,0,0,0.5432679778639645,12.96047718886024,VoterID,0
3105,42,1.0,689532,817044,0,0,0,0,0,0,0,0,0,0,0.8439349655587703,13.443769835838877,Aadhar,0
3106,45,2.0,719676,935544,4,2,0,0,0,0,0,0,0,0,0.7692593827762243,13.486557779225057,Aadhar,0
3107,35,1.0,568188,838512,0,0,0,0,0,0,0,0,0,0,0.6776146316331788,13.25020938883433,Aadhar,0
3108,42,1.0,607716,772572,2,2,0,0,0,0,0,0,0,0,0.7866140631552787,13.317464592061611,Aadhar,1
3109,47,2.0,520728,735300,0,0,0,0,0,0,0,0,0,0,0.7081844145246838,13.162985031857852,Aadhar,1
3110,40,2.0,449700,783360,0,0,0,0,0,0,0,0,0,0,0.5740655637254902,13.01633819646102,Aadhar,1
3111,34,2.0,471300,658812,0,0,0,0,0,0,0,0,0,0,0.7153785905539061,13.063252234700363,Aadhar,1
3112,37,2.0,597636,815280,2,0,0,0,0,0,0,0,0,0,0.7330438622313806,13.300738825208095,Aadhar,1
3113,43,2.0,731364,908508,0,0,0,0,0,0,0,0,0,0,0.8050165766289344,13.502667930120632,Aadhar,1
3114,26,1.0,595896,763068,0,0,0,0,0,0,0,0,0,0,0.7809212285143657,13.297823112320652,Aadhar,1
3115,26,1.0,592188,800364,0,0,0,0,0,0,0,0,0,0,0.7398983462524551,13.291581119671305,Aadhar,0
3116,38,2.0,583824,800400,4,0,0,0,0,0,0,0,0,0,0.7294152923538231,13.277356559369828,Aadhar,0
3117,36,2.0,424320,752520,16,8,0,0,0,0,0,0,1,1,0.5638654122149578,12.958245523248719,Aadhar,0
3118,32,2.0,648156,859548,3,2,0,0,0,0,0,0,0,0,0.7540660905499169,13.381888229939012,VoterID,0
3119,44,2.0,532188,742680,0,0,0,0,0,0,0,0,0,0,0.7165777993213767,13.184753968390662,Aadhar,1
3120,24,,640836,795240,0,0,0,0,0,0,0,0,0,0,0.8058397464916252,13.370530413393972,Aadhar,1
3121,50,1.0,719436,1185048,0,0,0,0,0,0,0,0,0,0,0.6070943961763574,13.486224240669774,VoterID,1
3122,35,2.0,603636,821688,7,3,0,0,0,0,0,0,0,0,0.7346292023249701,13.310728302870558,Aadhar,0
3123,27,2.0,763860,940320,0,0,0,0,0,0,0,0,0,0,0.8123404798366514,13.546141114423307,VoterID,1
3124,35,2.0,790584,1476540,2,2,0,0,0,0,0,1,0,0,0.5354301271892397,13.580528456732784,Driving,1
3125,27,2.0,737364,952392,0,0,0,0,0,0,0,0,0,0,0.7742232190106595,13.510838299592804,Aadhar,1
3126,30,1.0,859476,1032000,3,2,0,0,0,0,0,0,0,0,0.8328255813953488,13.664079343702955,Aadhar,1
3127,30,1.0,580188,794400,0,0,0,0,0,0,0,0,0,0,0.7303474320241692,13.271109191510055,Aadhar,1
3128,41,,724956,829692,2,2,0,0,0,0,0,0,0,0,0.8737652044373093,13.493867621733056,Aadhar,0
3129,45,2.0,342348,806352,0,0,0,0,0,0,0,0,0,0,0.4245639621406036,12.74358596355765,Aadhar,0
3130,49,2.0,737604,903048,0,0,0,0,0,0,0,0,0,0,0.816793791692136,13.51116372994341,VoterID,1
3131,41,1.0,784584,988152,2,2,0,0,0,0,0,0,0,0,0.7939912078303742,13.572910194552916,Aadhar,1
3132,24,,508728,920856,0,0,0,0,0,0,0,0,0,0,0.5524511975813808,13.13967073724572,Aadhar,0
3133,37,1.0,699708,930948,9,5,0,0,0,0,0,0,1,0,0.7516080382577759,13.458419813306689,Aadhar,0
3134,30,2.0,627636,871500,0,0,0,0,0,0,0,0,0,0,0.7201790017211704,13.3497172528515,Aadhar,0
3135,44,1.0,638436,1168104,3,2,0,0,0,0,0,0,0,0,0.5465574983049455,13.366778280831754,PAN,1
3136,41,2.0,586452,778356,0,0,0,0,0,0,0,0,0,0,0.753449578342044,13.281847807462187,VoterID,1
3137,27,1.0,711840,903840,0,0,0,0,0,0,0,0,0,0,0.7875730217737653,13.47560985084895,Aadhar,1
3138,28,2.0,622536,807840,0,0,0,0,0,0,0,0,0,0,0.770617944147356,13.34155834330565,Aadhar,1
3139,42,1.0,612936,697128,0,0,0,0,0,0,0,0,0,0,0.8792302131029022,13.326017436390487,Aadhar,0
3140,41,1.0,354348,777600,0,0,0,0,0,0,0,0,0,0,0.45569444444444446,12.778037582165844,Aadhar,0
3141,43,2.0,651600,743916,2,0,0,0,0,0,0,0,0,0,0.875905344151759,13.387187690392704,Aadhar,0
3142,33,1.0,669108,886860,6,6,0,0,0,0,0,0,0,1,0.754468574521345,13.413702255584646,Aadhar,1
3143,28,1.0,808584,1440000,2,0,0,0,0,0,0,1,0,0,0.5615166666666667,13.603041085435493,Aadhar,1
3144,32,1.0,819384,1259052,0,0,0,0,0,0,0,1,0,0,0.6507944072206708,13.616309337849732,Aadhar,1
3145,29,1.0,709908,863964,4,0,0,0,0,0,0,0,0,0,0.8216870147367251,13.472892071789063,Aadhar,0
3146,49,2.0,461268,719964,0,0,0,0,0,0,0,0,0,0,0.6406820341017051,13.041736665900414,Aadhar,0
3147,26,1.0,1019868,1384596,0,0,0,0,0,0,1,1,0,0,0.73658164547637,13.83518474563989,Aadhar,0
3148,26,2.0,645636,898500,0,0,0,0,0,0,0,0,0,0,0.7185709515859766,13.377992705324163,Aadhar,0
3149,33,2.0,496728,892116,2,2,0,0,0,0,0,0,0,0,0.5567975465074049,13.115799884734349,Aadhar,0
3150,31,2.0,592464,868584,2,2,0,0,0,0,0,0,0,0,0.6821032853471858,13.292047078516662,Aadhar,1
3151,30,1.0,719052,1061028,6,4,0,0,0,0,0,0,0,0,0.677693708365849,13.485690347477437,Driving,0
3152,49,2.0,696144,857016,8,4,0,0,0,0,0,0,1,0,0.8122882186563611,13.453313250951515,VoterID,1
3153,50,1.0,672156,859836,16,4,0,0,0,0,0,0,1,0,0.7817258174814732,13.418247223170207,Aadhar,1
3154,29,2.0,678156,848172,0,0,0,0,0,0,0,0,0,0,0.7995500912550756,13.427134103537691,VoterID,1
3155,31,1.0,739764,1046112,0,0,0,0,0,0,0,0,0,0,0.7071556391667432,13.514087847177526,Aadhar,0
3156,29,2.0,843804,1154760,6,2,0,0,0,0,0,0,0,0,0.7307180712875403,13.6456767042296,VoterID,1
3157,46,2.0,595236,732612,0,0,0,0,0,0,0,0,0,0,0.8124846439861755,13.296714924547414,Aadhar,0
3158,29,2.0,580188,896400,3,2,0,0,0,0,0,0,0,0,0.6472423025435073,13.271109191510055,Aadhar,0
3159,34,1.0,840204,960480,14,4,1,0,0,0,0,0,1,0,0.8747751124437781,13.641401188663767,Aadhar,1
3160,35,2.0,762132,1183548,0,0,0,0,0,0,0,0,0,0,0.643938395400947,13.543876360120745,VoterID,1
3161,29,1.0,642036,735732,3,3,0,0,0,0,0,0,0,0,0.8726492799008334,13.37240121341017,Aadhar,0
3162,32,2.0,627636,798096,3,3,0,0,0,0,0,0,0,0,0.7864166716785951,13.3497172528515,Aadhar,1
3163,29,2.0,735264,913680,14,7,0,0,0,0,0,0,1,1,0.8047281323877069,13.507986257432213,Aadhar,0
3164,40,2.0,418068,772572,3,2,0,0,0,0,0,0,0,0,0.5411379133595315,12.943401769654383,Aadhar,0
3165,25,1.0,790428,1026000,0,0,0,0,0,0,0,0,0,0,0.7703976608187134,13.580331115026125,Aadhar,0
3166,35,1.0,603636,825144,0,0,0,0,0,0,0,0,0,0,0.7315523108693756,13.310728302870558,Aadhar,1
3167,45,2.0,830028,1133508,2,0,0,0,0,0,0,0,0,0,0.7322647921320361,13.629215918921437,Aadhar,0
3168,24,,661908,799212,0,0,0,0,0,0,0,0,0,0,0.8282007777660996,13.402883363234697,Aadhar,1
3169,44,1.0,688236,894516,8,5,0,0,0,0,0,0,1,0,0.7693948459278537,13.441888534341174,Driving,1
3170,28,2.0,401808,918156,0,0,0,0,0,0,0,0,0,0,0.437624978761779,12.903732130315696,Aadhar,0
3171,31,2.0,883476,1021104,2,2,0,0,0,0,0,0,0,0,0.8652164715836976,13.691620537579032,Aadhar,0
3172,27,1.0,689532,799476,0,0,0,0,0,0,0,0,0,0,0.8624799243504495,13.443769835838877,Aadhar,1
3173,44,1.0,722556,840000,15,3,0,0,0,0,0,0,1,0,0.8601857142857143,13.49055158859042,Aadhar,0
3174,41,2.0,600936,763860,0,0,0,0,0,0,0,0,0,0,0.7867096064723902,13.306245382731609,Aadhar,1
3175,44,2.0,580188,813192,3,3,0,0,0,0,0,0,0,0,0.7134698816515657,13.271109191510055,Aadhar,0
3176,42,2.0,645756,829968,0,0,0,0,0,0,0,0,0,0,0.7780492741888844,13.378178551007734,Aadhar,1
3177,46,1.0,737496,889572,0,0,0,0,0,0,0,0,0,0,0.8290458782425706,13.511017299391229,Aadhar,0
3178,30,2.0,830028,1064400,0,0,0,0,0,0,0,0,0,0,0.7798083427282977,13.629215918921437,Aadhar,1
3179,35,1.0,770556,941352,0,0,0,0,0,0,0,0,0,0,0.8185630879840909,13.55486890894248,Aadhar,0
3180,42,2.0,779784,1029924,0,0,0,0,0,0,0,0,0,0,0.757127710394165,13.566773519644164,Aadhar,0
3181,27,1.0,635496,790560,0,0,0,0,0,0,0,0,0,0,0.8038554948391013,13.362162648908136,Aadhar,1
3182,45,2.0,687396,821256,0,0,0,0,0,0,0,0,0,0,0.837005757035565,13.44066727911718,Aadhar,0
3183,36,2.0,568188,808080,5,4,0,0,0,0,0,0,0,0,0.7031333531333531,13.25020938883433,VoterID,1
3184,37,1.0,1155000,2020092,3,0,0,0,0,0,1,1,0,0,0.5717561378392667,13.959611767738522,Aadhar,1
3185,40,2.0,674520,812484,0,0,0,0,0,0,0,0,0,0,0.8301948099901044,13.421758088318752,VoterID,0
3186,29,2.0,623736,849240,0,0,0,0,0,0,0,0,0,0,0.734463755828741,13.343484084147308,VoterID,1
3187,33,1.0,623028,1005708,0,0,0,0,0,0,0,0,0,0,0.6194919400064433,13.342348345642883,Aadhar,0
3188,40,2.0,501876,787356,0,0,0,0,0,0,0,0,0,0,0.6374194138356728,13.126110348731263,VoterID,1
3189,28,2.0,699108,934176,2,2,0,0,0,0,0,0,0,0,0.748368615764053,13.457561946111962,Aadhar,0
3190,30,1.0,663108,788652,8,6,0,0,0,0,0,0,1,1,0.8408119170432586,13.404694659878334,Aadhar,1
3191,30,1.0,698556,863832,0,0,0,0,0,0,0,0,0,0,0.8086711304975968,13.456772057785708,Aadhar,1
3192,37,1.0,778584,924000,3,0,0,0,0,0,0,0,0,0,0.8426233766233766,13.565233448624852,Aadhar,1
3193,32,1.0,556188,846000,4,3,0,0,0,0,0,0,0,0,0.6574326241134751,13.228863443527821,Aadhar,0
3194,42,1.0,719364,852624,0,0,0,0,0,0,0,0,0,0,0.8437060181275685,13.486124157405975,VoterID,1
3195,30,1.0,648864,836172,0,0,0,0,0,0,0,0,0,0,0.77599345589185,13.382979961722006,PAN,0
3196,24,2.0,639636,947268,0,0,0,0,0,0,0,0,0,0,0.675242909081696,13.368656106924178,Aadhar,0
3197,41,2.0,484728,912696,0,0,0,0,0,0,0,0,0,0,0.5310946908937916,13.091345250866866,Aadhar,1
3198,26,1.0,463068,877212,0,0,0,0,0,0,0,0,0,0,0.5278860754298846,13.045631350042544,Aadhar,0
3199,35,2.0,651108,952008,0,0,0,0,0,0,0,0,0,0,0.6839312274686767,13.3864323418909,Aadhar,0
3200,37,1.0,536988,862812,23,8,1,0,0,0,0,0,1,1,0.6223696471537252,13.193732889109876,Aadhar,0
3201,30,2.0,615624,807840,0,0,0,0,0,0,0,0,0,0,0.7620617944147355,13.330393290908491,Aadhar,1
3202,41,2.0,417300,584712,0,0,0,0,0,0,0,0,0,0,0.7136846857940319,12.941563062934309,Aadhar,1
3203,41,1.0,461268,763200,5,3,0,0,0,0,0,0,0,0,0.6043867924528302,13.041736665900414,Aadhar,1
3204,27,1.0,473292,789252,0,0,0,0,0,0,0,0,0,0,0.5996715877818491,13.067469926011041,Aadhar,0
3205,24,,791784,903360,0,0,0,0,0,0,0,0,0,0,0.8764877789585547,13.5820451692969,Aadhar,1
3206,28,1.0,591636,808080,0,0,0,0,0,0,0,0,0,0,0.7321502821502821,13.290648550121379,Aadhar,0
3207,42,2.0,830028,984780,0,0,0,0,0,0,0,0,0,0,0.8428562724669469,13.629215918921437,Aadhar,0
3208,27,2.0,624936,841476,0,0,0,0,0,0,0,0,0,0,0.7426664575103746,13.345406123637877,Aadhar,1
3209,31,2.0,597636,904800,0,0,0,0,0,0,0,0,0,0,0.6605172413793103,13.300738825208095,Aadhar,0
3210,31,1.0,909012,1392000,5,3,1,0,0,0,0,1,0,0,0.6530258620689655,13.720114674487494,Aadhar,1
3211,40,2.0,559272,702348,0,0,0,0,0,0,0,0,0,0,0.7962890191187275,13.234393005015422,Aadhar,1
3212,35,2.0,855804,1269072,2,2,0,0,0,0,0,1,0,0,0.6743541737584628,13.659797825434348,Aadhar,1
3213,36,2.0,443268,743292,3,3,0,0,0,0,0,0,0,0,0.596357824381266,13.001932088217993,Aadhar,0
3214,25,1.0,748764,906000,0,0,0,0,0,0,0,0,0,0,0.8264503311258278,13.526180461600113,Aadhar,0
3215,50,2.0,991032,1494000,0,0,0,0,0,0,1,1,0,0,0.6633413654618474,13.806503112454978,Aadhar,0
3216,42,2.0,705108,984000,3,3,0,0,0,0,0,0,0,0,0.7165731707317073,13.4661076797726,Aadhar,0
3217,36,2.0,1168680,1920000,5,2,0,0,0,0,1,1,0,0,0.6086875,13.971386320409101,Aadhar,1
3218,29,2.0,318348,963024,0,0,0,0,0,0,1,0,0,0,0.3305712007177391,12.670903544243442,Aadhar,0
3219,44,2.0,873804,1209708,0,0,0,0,0,0,0,1,0,0,0.7223263795891239,13.680612517616312,Aadhar,1
3220,36,1.0,461268,792000,0,0,0,0,0,0,0,0,0,0,0.5824090909090909,13.041736665900414,Aadhar,0
3221,45,1.0,638760,786000,3,3,0,0,0,0,0,0,0,0,0.8126717557251908,13.367285641486799,VoterID,0
3222,45,2.0,764556,1172772,6,5,0,0,0,0,0,0,0,0,0.6519221127380258,13.547051860106896,Aadhar,1
3223,30,2.0,1134060,2094864,2,0,0,0,0,0,1,1,0,0,0.5413525651307197,13.941315553710227,Aadhar,1
3224,27,2.0,496728,697440,0,0,0,0,0,0,0,0,0,0,0.7122161046111494,13.115799884734349,Aadhar,1
3225,44,2.0,968232,1348980,0,0,0,0,0,0,0,1,0,0,0.7177511897878397,13.783228039773858,Aadhar,1
3226,41,2.0,474912,668484,0,0,0,0,0,0,0,0,0,0,0.7104313641014595,13.070886908346585,Aadhar,1
3227,23,,719364,863316,0,0,0,0,0,0,0,0,0,0,0.8332568839219938,13.486124157405975,Aadhar,0
3228,41,1.0,577788,761424,0,0,0,0,0,0,0,0,0,0,0.7588255689339973,13.266964029103734,Aadhar,1
3229,32,2.0,571740,889908,0,0,0,0,0,0,0,0,0,0,0.6424709071050041,13.256441370615528,VoterID,1
3230,37,1.0,666156,863748,0,0,0,0,0,0,0,0,0,0,0.771238833548674,13.409280657476959,Aadhar,0
3231,32,1.0,699180,840732,9,2,0,0,0,0,0,0,1,0,0.8316324345927121,13.457664929041202,Aadhar,0
3232,40,2.0,594036,909648,2,0,0,0,0,0,0,0,0,0,0.6530394174449897,13.294696885967157,VoterID,0
3233,37,1.0,699108,1142148,0,0,0,0,0,0,0,0,0,0,0.6120993076203785,13.457561946111962,Aadhar,0
3234,37,2.0,699108,806376,0,0,0,0,0,0,0,0,0,0,0.8669752075954642,13.457561946111962,Aadhar,1
3235,30,1.0,592536,683964,0,0,0,0,0,0,0,0,0,0,0.8663262978753268,13.292168597299058,Aadhar,0
3236,27,2.0,651756,966144,0,0,0,0,0,0,0,0,0,0,0.6745950914149443,13.38742707205261,VoterID,1
3237,28,1.0,767364,923880,2,2,0,0,0,0,0,0,0,0,0.8305883881023509,13.550717847206542,Aadhar,1
3238,27,2.0,651108,809940,0,0,0,0,0,0,0,0,0,0,0.8038965849322172,13.3864323418909,Aadhar,1
3239,32,1.0,544188,724788,2,2,0,0,0,0,0,0,0,0,0.750823689133926,13.207051891970067,Aadhar,1
3240,35,1.0,696156,790368,7,4,0,0,0,0,0,0,0,0,0.8807998299526296,13.45333048859105,Aadhar,0
3241,28,2.0,556188,908856,0,0,0,0,0,0,0,0,0,0,0.6119649317383612,13.228863443527821,Aadhar,0
3242,37,1.0,436848,787248,11,5,0,0,0,0,0,0,1,0,0.5549051887080056,12.987342876608365,Aadhar,0
3243,27,2.0,731364,1215600,0,0,0,0,0,0,0,1,0,0,0.6016485686080948,13.502667930120632,Aadhar,1
3244,43,1.0,568188,761040,0,0,0,0,0,0,0,0,0,0,0.7465941343424787,13.25020938883433,Aadhar,1
3245,29,1.0,612936,852000,0,0,0,0,0,0,0,0,0,0,0.7194084507042253,13.326017436390487,Aadhar,1
3246,37,2.0,631224,760920,2,2,0,0,0,0,0,0,0,0,0.8295536981548651,13.355417654827052,Aadhar,1
3247,43,2.0,682440,879888,0,0,0,0,0,0,0,0,0,0,0.7755987125634172,13.433431355418058,VoterID,1
3248,34,2.0,655908,801132,0,0,0,0,0,0,0,0,0,0,0.8187265019996705,13.39377733879159,Aadhar,0
3249,27,1.0,814428,1080000,0,0,0,0,0,0,0,0,0,0,0.7541,13.610242533181736,Aadhar,1
3250,25,1.0,401808,843312,0,0,0,0,0,0,0,0,0,0,0.47646422676304856,12.903732130315696,Aadhar,0
3251,37,1.0,741756,911124,2,2,0,0,0,0,0,0,0,0,0.8141109223332939,13.516776975250433,Aadhar,0
3252,47,1.0,618336,748908,0,0,0,0,0,0,0,0,0,0,0.8256501466134692,13.334788895257118,Aadhar,0
3253,45,2.0,604044,904572,5,5,0,0,0,0,0,0,0,0,0.6677677398814025,13.311403977452976,Aadhar,0
3254,45,1.0,648936,969144,4,3,0,0,0,0,0,0,0,0,0.6695970877392833,13.383090918555288,Aadhar,0
3255,48,1.0,648936,792000,2,0,0,0,0,0,0,0,0,0,0.8193636363636364,13.383090918555288,Aadhar,0
3256,32,2.0,658236,840744,2,2,0,0,0,0,0,0,0,0,0.78292084154035,13.397320327828176,VoterID,1
3257,32,1.0,834204,1072908,0,0,0,0,0,0,0,0,0,0,0.7775168047959378,13.634234454493502,Aadhar,1
3258,46,2.0,669048,832584,18,3,0,0,0,0,0,0,1,0,0.803580179297224,13.413612580075416,Driving,1
3259,46,2.0,677508,844704,2,2,0,0,0,0,0,0,0,0,0.8020655756335947,13.426178115780601,Aadhar,1
3260,31,2.0,782028,929760,3,2,0,0,0,0,0,0,0,0,0.8411073825503356,13.569647103238816,VoterID,1
3261,46,2.0,700692,838284,7,7,0,0,0,0,0,0,0,1,0.8358646950198262,13.459825124298735,Aadhar,1
3262,43,1.0,425268,562320,0,0,0,0,0,0,0,0,0,0,0.7562740076824583,12.96047718886024,Aadhar,0
3263,35,1.0,514728,834000,0,0,0,0,0,0,0,0,0,0,0.617179856115108,13.15139582755468,Aadhar,0
3264,29,1.0,529428,724116,5,4,0,0,0,0,0,0,0,0,0.7311370001491474,13.179554346269912,Aadhar,0
3265,46,2.0,607728,867072,0,0,0,0,0,0,0,0,0,0,0.7008968113374667,13.317484337899765,Aadhar,0
3266,37,2.0,773784,882888,23,8,0,0,0,0,0,0,1,1,0.8764237366460979,13.559049336206694,Aadhar,0
3267,36,2.0,921348,1184340,3,3,0,0,0,0,0,0,0,0,0.7779421449921475,13.73359417939855,VoterID,1
3268,49,1.0,496728,758952,4,0,0,0,0,0,0,0,0,0,0.6544919836827625,13.115799884734349,Aadhar,0
3269,39,1.0,580188,854208,0,0,0,0,0,0,0,0,0,0,0.6792116205888964,13.271109191510055,Aadhar,0
3270,32,2.0,687756,925320,0,0,0,0,0,0,0,0,0,0,0.7432628712229283,13.441190856852073,Aadhar,1
3271,42,2.0,596436,774624,4,3,0,0,0,0,0,0,0,0,0.7699683975709506,13.298728898848454,Aadhar,0
3272,38,2.0,393132,885612,4,3,0,0,0,0,0,0,0,0,0.4439099741195919,12.881903255991315,Aadhar,0
3273,39,1.0,614400,709740,4,0,0,0,0,0,0,0,0,0,0.8656691182686618,13.328403088418442,Aadhar,1
3274,30,2.0,687108,822000,0,0,0,0,0,0,0,0,0,0,0.8358978102189781,13.440248219463436,Aadhar,0
3275,48,1.0,662640,804156,3,2,0,0,0,0,0,0,0,0,0.8240192201513139,13.403988644386063,Aadhar,0
3276,32,1.0,404628,585360,0,0,0,0,0,0,0,0,0,0,0.6912464124641247,12.910725876876315,Aadhar,1
3277,44,2.0,368208,808836,2,0,0,0,0,0,0,0,0,0,0.4552319629690073,12.816405990719755,Aadhar,0
3278,33,2.0,469668,823680,0,0,0,0,0,0,0,0,0,0,0.5702068764568765,13.059783470262822,Aadhar,0
3279,50,1.0,708156,853068,20,3,0,0,0,0,0,0,1,0,0.8301284305588769,13.470421099505076,Aadhar,0
3280,32,1.0,429408,763116,0,0,0,0,0,0,0,0,0,0,0.5627034422027581,12.970165123685513,Aadhar,1
3281,25,1.0,651108,806376,0,0,0,0,0,0,0,0,0,0,0.8074496264769785,13.3864323418909,Aadhar,0
3282,26,2.0,888948,1222200,0,0,0,0,0,0,0,1,0,0,0.7273343151693668,13.697795145021423,VoterID,1
3283,42,2.0,431268,760032,2,2,0,0,0,0,0,0,0,0,0.5674340027788304,12.974487304328196,Aadhar,0
3284,39,1.0,927012,1048032,0,0,0,0,0,0,0,0,0,0,0.8845264266739947,13.739722868182131,Aadhar,1
3285,26,1.0,536988,742920,0,0,0,0,0,0,0,0,0,0,0.7228073009206913,13.193732889109876,Aadhar,1
3286,26,2.0,580536,736032,0,0,0,0,0,0,0,0,0,0,0.7887374461979914,13.271708816245654,VoterID,0
3287,39,2.0,729156,903600,0,0,0,0,0,0,0,0,0,0,0.806945551128818,13.499644351315062,VoterID,1
3288,49,1.0,454392,713592,3,0,0,0,0,0,0,0,0,0,0.6367672283321562,13.026717741340844,Aadhar,0
3289,32,2.0,636036,756492,10,2,0,0,0,0,0,0,1,0,0.8407702923494234,13.363012016730725,Aadhar,1
3290,34,2.0,621636,811800,5,2,0,0,0,0,0,0,0,0,0.765750184774575,13.340111600073627,Aadhar,1
3291,21,,699756,828000,0,0,0,0,0,0,0,0,0,0,0.8451159420289855,13.458488410900369,Aadhar,0
3292,24,2.0,594012,780000,0,0,0,0,0,0,0,0,0,0,0.7615538461538461,13.294656483627183,Aadhar,0
3293,24,,342348,917292,0,0,0,0,0,0,0,0,0,0,0.3732159443230727,12.74358596355765,Aadhar,1
3294,44,2.0,588456,791124,5,3,1,0,0,0,0,0,0,0,0.7438227130007432,13.28525913589314,Aadhar,0
3295,26,2.0,811884,1374372,0,0,0,0,0,0,0,1,0,0,0.5907308938191407,13.607113983498197,Aadhar,0
3296,43,2.0,621636,817332,0,0,0,0,0,0,0,0,0,0,0.7605673092452027,13.340111600073627,Aadhar,1
3297,30,2.0,669108,967656,0,0,0,0,0,0,0,0,0,0,0.6914730028026489,13.413702255584646,VoterID,0
3298,43,1.0,747756,842472,6,3,0,0,0,0,0,0,0,0,0.887573711648577,13.524833337865962,Aadhar,1
3299,40,2.0,675600,840000,0,0,0,0,0,0,0,0,0,0,0.8042857142857143,13.423357944080465,Aadhar,1
3300,34,1.0,816588,1048236,3,3,0,0,0,0,0,0,0,0,0.7790115966251875,13.612891187289497,Aadhar,0
